,City,Lat,Lng,Max Temp,Humidity,Cloud Coverage,Wind Speed,Country,Date
382,torbay,47.67,-52.73,46.99,87.0,90.0,2.24,CA,1593842475
383,simpang,-1.27,104.08,85.1,74.0,100.0,5.41,ID,1593842476
384,namie,37.48,141.0,71.01,95.0,100.0,7.83,JP,1593842476
385,rodrigues alves,-7.74,-72.65,70.18,97.0,100.0,1.57,BR,1593842477
386,ternate,0.8,127.4,83.03,71.0,14.0,3.62,ID,1593842388
387,malibu,34.01,-118.81,64.99,94.0,0.0,6.69,US,1593842478
388,chipinge,-20.19,32.62,55.2,86.0,49.0,5.48,ZW,1593842479
389,rugby,52.37,-1.26,62.01,91.0,100.0,1.99,GB,1593842443
390,conde,-7.26,-34.91,71.08,92.0,0.0,8.99,BR,1593842480
392,san antonio,29.42,-98.49,84.2,69.0,1.0,6.93,US,1593842360
393,nampula,-15.12,39.27,62.6,93.0,20.0,12.75,MZ,1593842482
394,sechura,-5.56,-80.82,64.02,79.0,84.0,9.73,PE,1593842482
395,khor,47.89,134.95,80.42,72.0,75.0,10.94,RU,1593842483
396,macaubas,-13.02,-42.7,66.45,72.0,40.0,3.31,BR,1593842440
397,nizwa,22.93,57.53,96.94,33.0,7.0,2.28,OM,1593842484
398,charters towers,-20.1,146.27,73.96,42.0,0.0,14.72,AU,1593842485
399,kutum,14.2,24.67,83.57,30.0,89.0,4.9,SD,1593842485
400,dali,25.7,100.18,73.92,69.0,96.0,3.27,CN,1593842486
401,praia da vitoria,38.73,-27.07,66.2,88.0,75.0,3.11,PT,1593842487
402,iralaya,15.0,-83.23,80.33,89.0,100.0,8.63,HN,1593842487
403,meulaboh,4.14,96.13,87.73,60.0,50.0,6.49,ID,1593842488
404,hofn,64.25,-15.21,43.07,70.0,100.0,7.63,IS,1593842488
406,half moon bay,37.46,-122.43,62.6,55.0,1.0,4.47,US,1593842490
407,saint-pierre,-21.34,55.48,73.4,60.0,69.0,6.93,RE,1593842402
408,phayao,19.25,100.25,81.61,75.0,100.0,7.29,TH,1593842491
409,teodoro sampaio,-22.53,-52.17,50.18,80.0,0.0,5.5,BR,1593842492
410,tomatlan,19.93,-105.25,75.47,86.0,41.0,1.57,MX,1593842492
411,marzuq,14.4,46.47,86.92,31.0,96.0,2.89,YE,1593842493
412,ixtapa,20.7,-105.2,82.4,83.0,75.0,1.45,MX,1593842493
413,johor bahru,1.47,103.76,93.0,59.0,75.0,9.17,MY,1593842223
414,qui nhon,13.77,109.23,91.49,56.0,80.0,6.89,VN,1593842495
415,dwarka,22.24,68.97,90.09,68.0,53.0,10.92,IN,1593842495
416,champerico,14.3,-91.92,78.78,82.0,82.0,5.12,GT,1593842401
417,usinsk,65.99,57.53,68.99,56.0,0.0,3.6,RU,1593842363
418,kabalo,-6.05,26.92,73.74,39.0,10.0,8.68,CD,1593842497
419,akyab,20.15,92.9,83.34,84.0,100.0,13.65,MM,1593842498
420,muskegon,43.3,-86.13,75.2,64.0,1.0,6.93,US,1593842349
421,coquimbo,-29.95,-71.34,50.0,93.0,9.0,4.7,CL,1593842315
422,ketchikan,55.34,-131.65,55.4,82.0,90.0,5.82,US,1593842500
423,ahipara,-35.17,173.17,52.21,76.0,53.0,6.64,NZ,1593842500
424,saint-joseph,-21.37,55.62,73.4,60.0,62.0,6.93,RE,1593842501
425,san quintin,30.48,-115.95,66.16,84.0,0.0,10.42,MX,1593842501
427,mapiripan,2.89,-72.13,72.12,95.0,99.0,1.3,CO,1593842503
428,tete,-16.16,33.59,55.4,82.0,20.0,6.6,MZ,1593842418
429,ballsh,40.6,19.73,81.41,49.0,3.0,2.71,AL,1593842504
430,high rock,26.62,-78.28,84.79,71.0,74.0,13.51,BS,1593842504
431,bonthe,7.53,-12.51,75.83,90.0,89.0,9.35,SL,1593842505
432,shumskiy,54.83,99.13,88.83,34.0,0.0,3.74,RU,1593842506
433,bathsheba,13.22,-59.52,80.6,78.0,75.0,18.34,BB,1593842506
434,alugan,12.22,125.48,83.44,78.0,98.0,8.72,PH,1593842323
435,taltal,-25.4,-70.48,54.97,80.0,44.0,2.01,CL,1593842508
437,muscat,23.61,58.59,95.0,67.0,26.0,4.7,OM,1593842320
438,christchurch,-43.53,172.63,50.0,87.0,87.0,9.17,NZ,1593842373
439,san andres,12.58,-81.7,82.4,83.0,75.0,9.17,CO,1593842416
441,khandyga,62.67,135.6,68.43,56.0,68.0,4.43,RU,1593842511
442,moron,-34.65,-58.62,52.0,75.0,99.0,10.0,AR,1593842315
443,kieta,-6.22,155.63,83.17,76.0,69.0,8.21,PG,1593842512
444,alto araguaia,-17.31,-53.22,62.73,68.0,14.0,5.88,BR,1593842513
445,omboue,-1.57,9.26,72.75,88.0,89.0,4.7,GA,1593842514
446,chirnogi,44.12,26.57,80.01,70.0,0.0,7.99,RO,1593842514
447,rauma,61.13,21.51,60.8,67.0,67.0,9.17,FI,1593842515
449,biabou,13.2,-61.13,82.4,78.0,40.0,20.8,VC,1593842516
450,smithers,54.78,-127.17,55.4,87.0,90.0,2.24,CA,1593842259
451,nhulunbuy,-12.23,136.77,82.4,51.0,40.0,20.8,AU,1593842517
452,vostok,46.49,135.88,78.62,44.0,41.0,7.0,RU,1593842518
453,umm kaddadah,13.6,26.69,86.74,44.0,2.0,10.96,SD,1593842519
454,boke,10.94,-14.3,74.44,95.0,99.0,2.35,GN,1593842519
455,havelock,34.88,-76.9,80.6,61.0,1.0,9.17,US,1593842520
456,kindu,-2.95,25.95,74.79,50.0,0.0,3.62,CD,1593842520
457,trairi,-3.28,-39.27,76.21,85.0,50.0,8.81,BR,1593842521
459,rosetta,31.4,30.42,80.6,74.0,0.0,4.7,EG,1593842522
460,cap-aux-meules,47.38,-61.86,59.79,86.0,46.0,17.31,CA,1593842523
461,tazmalt,36.39,4.4,73.4,78.0,40.0,3.36,DZ,1593842524
462,xining,36.62,101.77,74.16,26.0,100.0,2.8,CN,1593842369
463,honiara,-9.43,159.95,89.6,66.0,20.0,11.41,SB,1593842525
464,caravelas,-17.71,-39.25,70.47,92.0,2.0,1.36,BR,1593842525
465,shetpe,44.17,52.12,88.61,12.0,0.0,2.95,KZ,1593842526
466,marrakesh,31.63,-8.01,68.0,72.0,0.0,6.93,MA,1593842455
467,nuuk,64.18,-51.72,37.4,100.0,51.0,5.82,GL,1593842525
468,abha,18.22,42.51,77.0,38.0,27.0,9.17,SA,1593842510
469,les herbiers,46.87,-1.02,59.0,87.0,51.0,5.82,FR,1593842403
470,ilo,-17.64,-71.34,57.34,77.0,13.0,1.92,PE,1593842266
472,lask,51.59,19.13,70.0,82.0,39.0,2.24,PL,1593842362
473,scarborough,54.28,-0.4,60.01,92.0,99.0,4.0,GB,1593842417
474,ponta do sol,32.67,-17.1,68.0,60.0,40.0,18.34,PT,1593842532
475,sindor,62.86,51.89,71.19,56.0,100.0,6.42,RU,1593842532
476,nishihara,26.18,127.76,87.8,70.0,75.0,12.75,JP,1593842533
477,veraval,20.9,70.37,86.81,75.0,99.0,14.92,IN,1593842533
478,ludvika,60.15,15.19,51.01,93.0,100.0,5.82,SE,1593842534
479,coos bay,43.37,-124.22,55.4,93.0,1.0,4.7,US,1593842468
480,vanavara,60.34,102.28,79.88,34.0,59.0,6.71,RU,1593842263
481,augusto correa,-1.02,-46.63,72.7,97.0,5.0,2.59,BR,1593842536
482,grand gaube,-20.01,57.66,72.0,78.0,52.0,8.99,MU,1593842536
483,luanda,-8.84,13.23,71.01,84.0,94.0,5.77,AO,1593842303
484,franca,-20.54,-47.4,54.66,72.0,0.0,4.12,BR,1593842538
485,iquitos,-3.75,-73.25,70.97,98.0,92.0,0.96,PE,1593842463
486,ambovombe,-25.17,46.08,68.16,73.0,2.0,1.7,MG,1593842539
487,barcelos,41.54,-8.62,62.01,100.0,48.0,3.56,PT,1593842539
488,vangaindrano,-23.35,47.6,68.5,80.0,3.0,1.81,MG,1593842540
489,brigantine,39.41,-74.36,73.4,88.0,1.0,3.36,US,1593842258
490,chaman,30.92,66.45,96.8,9.0,0.0,11.7,PK,1593842541
491,ascension,30.22,-90.9,75.2,94.0,59.0,2.35,US,1593842542
492,anloga,5.79,0.9,77.0,94.0,75.0,11.41,GH,1593842269
493,winburg,-28.52,27.01,40.12,59.0,0.0,0.63,ZA,1593842543
494,altamira,-3.2,-52.21,70.81,97.0,26.0,3.27,BR,1593842544
495,mantua,45.17,10.78,70.0,83.0,78.0,5.99,IT,1593842544
496,tigil,57.8,158.67,59.67,50.0,49.0,11.72,RU,1593842545
498,broadstairs,51.36,1.44,62.01,84.0,100.0,10.0,GB,1593842546
499,lawrenceburg,38.04,-84.9,71.6,83.0,1.0,4.56,US,1593842547
500,nortelandia,-14.45,-56.8,65.37,70.0,0.0,0.67,BR,1593842547
501,kuldur,49.22,131.63,85.17,34.0,0.0,9.66,RU,1593842548
502,digha,21.68,87.55,91.24,62.0,86.0,10.16,IN,1593842549
503,san juan,-31.54,-68.54,50.38,47.0,0.0,14.5,AR,1593842549
504,yeppoon,-23.13,150.73,73.4,20.0,0.0,14.99,AU,1593842550
505,saravena,6.95,-71.88,70.52,91.0,100.0,3.91,CO,1593842551
506,klaksvik,62.23,-6.59,48.2,76.0,85.0,5.82,FO,1593842551
507,xiaoweizhai,26.19,107.51,83.16,70.0,96.0,9.91,CN,1593842552
508,wilmington,34.23,-77.94,77.0,88.0,1.0,4.7,US,1593841967
509,pangnirtung,66.15,-65.71,47.61,59.0,0.0,0.13,CA,1593842553
510,baruun-urt,46.68,113.28,76.26,40.0,36.0,7.27,MN,1593842554
511,masty,53.41,24.54,59.0,100.0,75.0,4.47,BY,1593842555
512,ankang,32.68,109.02,88.16,58.0,59.0,3.98,CN,1593842389
513,baherden,38.44,57.43,87.19,12.0,0.0,9.4,TM,1593842556
514,deputatskiy,69.3,139.9,44.82,63.0,97.0,14.25,RU,1593842276
515,krasnoselkup,65.7,82.47,79.43,60.0,100.0,5.93,RU,1593842557
517,farah,32.5,62.5,92.77,10.0,17.0,10.63,AF,1593842558
518,hobyo,5.35,48.53,82.33,58.0,90.0,24.7,SO,1593842559
519,muhos,64.81,25.99,57.99,67.0,4.0,8.05,FI,1593842559
520,bay city,43.59,-83.89,71.6,78.0,1.0,3.36,US,1593842336
521,saint george,37.1,-113.58,86.0,27.0,1.0,13.87,US,1593842309
522,kendari,-3.94,122.5,80.31,85.0,79.0,5.86,ID,1593842561
523,lluta,-16.01,-72.01,38.95,60.0,1.0,0.6,PE,1593842562
524,quatre cocos,-20.21,57.76,72.0,83.0,40.0,12.75,MU,1593842562
525,dhidhdhoo,6.88,73.1,83.61,77.0,100.0,11.36,MV,1593842563
526,namibe,-15.2,12.15,72.18,36.0,0.0,11.36,AO,1593842564
527,robertsport,6.75,-11.37,76.5,87.0,85.0,10.18,LR,1593842564
529,la ronge,55.1,-105.28,59.0,82.0,20.0,2.24,CA,1593842566
530,jumla,29.27,82.18,73.99,93.0,28.0,5.39,NP,1593842566
531,khash,28.22,61.22,98.13,9.0,0.0,16.67,IR,1593842567
532,mogadishu,2.04,45.34,78.8,69.0,75.0,9.17,SO,1593842567
533,mayumba,-3.43,10.66,72.09,90.0,72.0,3.89,GA,1593842568
534,margate,51.38,1.39,62.01,88.0,100.0,7.0,GB,1593842569
535,namatanai,-3.67,152.43,81.23,77.0,90.0,9.78,PG,1593842569
537,virginia beach,36.85,-75.98,78.01,83.0,1.0,5.82,US,1593841971
538,sorong,-0.88,131.25,83.48,73.0,1.0,5.59,ID,1593842571
539,ust-maya,60.42,134.53,63.64,80.0,69.0,4.36,RU,1593842572
540,den helder,52.96,4.76,61.0,93.0,75.0,27.51,NL,1593842573
541,akhtubinsk,48.28,46.17,86.45,24.0,0.0,7.0,RU,1593842573
542,codrington,-38.27,141.97,54.23,87.0,90.0,16.69,AU,1593842574
543,vao,-22.67,167.48,69.62,74.0,10.0,17.31,NC,1593842574
544,maturin,9.75,-63.18,72.27,97.0,90.0,3.53,VE,1593842575
545,linxia,35.6,103.21,76.21,38.0,90.0,2.15,CN,1593842576
546,cap malheureux,-19.98,57.61,72.0,78.0,57.0,8.99,MU,1593842576
547,mehamn,71.04,27.85,47.37,91.0,100.0,15.86,NO,1593842577
548,verkhnyaya inta,65.98,60.31,69.64,55.0,2.0,8.52,RU,1593842578
549,mutis,6.23,-77.4,77.77,85.0,100.0,7.27,CO,1593842578
550,sangar,63.92,127.47,71.19,30.0,14.0,4.88,RU,1593842579
551,hualmay,-11.1,-77.61,59.02,82.0,19.0,3.4,PE,1593842579
552,durban,-29.86,31.03,61.0,80.0,2.0,5.99,ZA,1593842300
553,belen,36.49,36.22,82.4,61.0,0.0,6.93,TR,1593842581
554,carutapera,-1.2,-46.02,75.45,91.0,15.0,5.88,BR,1593842581
555,paka,4.64,103.44,87.8,79.0,40.0,4.7,MY,1593842582
556,muncar,-8.43,114.33,83.1,64.0,37.0,10.29,ID,1593842583
557,mackay,-21.15,149.2,75.0,64.0,0.0,13.87,AU,1593842583
559,pingxiang,27.62,113.85,82.71,86.0,100.0,3.83,CN,1593842353
560,russell,32.35,-85.2,75.2,94.0,1.0,3.42,US,1593842585
561,miraflores,19.22,-98.81,62.6,67.0,90.0,9.17,MX,1593842586
562,siniscola,40.57,9.69,71.6,56.0,20.0,13.87,IT,1593842586
563,conceicao do araguaia,-8.26,-49.26,70.29,65.0,0.0,0.96,BR,1593842587
564,gewane,10.17,40.65,87.57,42.0,11.0,20.8,ET,1593842588
567,rio grande,-32.03,-52.1,46.27,80.0,3.0,9.37,BR,1593842475
569,svetlyy,54.67,20.13,64.4,82.0,35.0,11.18,RU,1593842591
570,trinidad,-14.83,-64.9,57.83,74.0,2.0,3.65,BO,1593842316
571,lujan,-34.57,-59.1,50.0,81.0,97.0,8.01,AR,1593842592
572,kushmurun,52.45,64.63,71.19,52.0,1.0,4.25,KZ,1593842593
573,marsa matruh,31.35,27.25,73.4,88.0,40.0,9.17,EG,1593842593
574,maceio,-9.67,-35.74,66.2,100.0,1.0,3.36,BR,1593842405
575,portland,45.52,-122.68,62.6,67.0,75.0,8.05,US,1593841841
576,andenes,69.31,16.12,48.2,81.0,60.0,5.82,NO,1593842595
577,rawson,-43.3,-65.1,40.33,75.0,7.0,14.9,AR,1593842310
578,seoul,37.57,126.98,84.2,42.0,20.0,5.82,KR,1593842496
579,joshimath,30.57,79.57,74.32,49.0,83.0,5.46,IN,1593842597
580,kirensk,57.79,108.11,80.82,27.0,48.0,7.87,RU,1593842598
581,caramay,10.18,119.24,85.35,69.0,58.0,5.14,PH,1593842598
582,salalah,17.02,54.09,82.4,88.0,90.0,9.17,OM,1593842599
583,shieli,44.17,66.75,85.44,24.0,3.0,15.21,KZ,1593842600
584,progreso,21.28,-89.67,77.0,88.0,75.0,4.94,MX,1593842600
585,kadambur,8.98,77.87,89.6,59.0,75.0,10.29,IN,1593842601
586,luangwa,-15.62,30.42,65.16,65.0,7.0,8.05,ZM,1593842601
587,boden,65.83,21.69,53.6,71.0,51.0,5.82,SE,1593842602
588,roebourne,-20.78,117.13,86.32,25.0,0.0,15.26,AU,1593842602
589,katsuura,35.13,140.3,82.4,69.0,75.0,28.86,JP,1593842603
590,sao gabriel da cachoeira,-0.13,-67.09,71.74,98.0,27.0,1.12,BR,1593842604
591,matara,5.95,80.54,84.02,76.0,61.0,10.42,LK,1593842604
592,sabya,17.15,42.63,95.0,47.0,40.0,4.7,SA,1593842419
593,aktash,50.3,87.73,64.38,32.0,3.0,3.6,RU,1593842606
594,phan thiet,10.93,108.1,87.66,67.0,22.0,11.5,VN,1593842309
595,avera,33.19,-82.53,77.0,94.0,1.0,4.7,US,1593842607
596,tsumeb,-19.23,17.72,51.6,43.0,0.0,13.35,NA,1593842608
597,ouro fino,-22.28,-46.37,50.41,70.0,0.0,4.32,BR,1593842608
598,ust-ilimsk,58.0,102.66,87.04,28.0,0.0,7.72,RU,1593842609
599,sobolevo,54.43,31.9,67.46,88.0,100.0,3.6,RU,1593842609
600,bozoum,6.32,16.38,71.2,89.0,94.0,2.19,CF,1593842610
601,tucurui,-3.77,-49.67,73.74,81.0,14.0,3.67,BR,1593842611
602,port-cartier,50.03,-66.87,55.0,93.0,75.0,5.82,CA,1593842611
603,sylva,58.03,56.76,73.4,60.0,58.0,2.24,RU,1593842612
604,nikolo-pavlovskoye,57.78,60.06,71.4,55.0,1.0,4.16,RU,1593842613
605,tessalit,20.2,1.01,86.81,12.0,32.0,9.91,ML,1593842524
606,caraballeda,10.61,-66.85,71.01,83.0,22.0,9.08,VE,1593842614
607,tyukhtet,56.54,89.3,72.95,85.0,100.0,6.85,RU,1593842615
608,raudeberg,61.99,5.14,55.0,70.0,0.0,5.77,NO,1593842615
